BKMLJIHP_00010	GH51
LKAHPAEG_00568	GT2
LKAHPAEG_00581	GH4
LKAHPAEG_00582	GH4
LKAHPAEG_00586	GH1
LKAHPAEG_00701	GH2
LKAHPAEG_00760	GH36
LKAHPAEG_00820	GT2
LKAHPAEG_00830	GT2
LKAHPAEG_00831	GT2
LKAHPAEG_00839	GT2
LKAHPAEG_00840	GT2
LKAHPAEG_00841	GT2
LKAHPAEG_00916	GH32
LKAHPAEG_00946	GH3
LKAHPAEG_00980	GT35
LKAHPAEG_01099	GH1
LKAHPAEG_01182	GH13_5
LKAHPAEG_01185	GH13_5
LKAHPAEG_01307	GH77
LKAHPAEG_01321	GH13_36
LKAHPAEG_01368	GT2
LKAHPAEG_01403	GT51
LKAHPAEG_01474	GH13
LKAHPAEG_01533	CE4
LKAHPAEG_01534	CE4
LKAHPAEG_01622	GT2
LKAHPAEG_01623	GT4
LKAHPAEG_01714	GT2
LKAHPAEG_01723	GH1
LKAHPAEG_01801	GH1
LKAHPAEG_01802	GH1
LKAHPAEG_01840	GH13_14
LKAHPAEG_01854	GT5
LKAHPAEG_01879	GH1
LKAHPAEG_01994	GT4
LKAHPAEG_02071	GH1
LKAHPAEG_02077	GT28
LKAHPAEG_02214	GH36
LKAHPAEG_02365	GT4
LKAHPAEG_02416	GH39
LKAHPAEG_02447	CBM5-CBM5-CBM5-GH18-CBM5-CBM5
LKAHPAEG_02487	GT111
LKAHPAEG_02627	GT2
LKAHPAEG_02680	CE4
LKAHPAEG_02877	GH1
LKAHPAEG_00072	GH1
LKAHPAEG_00120	GT4
LKAHPAEG_00529	GH1
LKAHPAEG_00761	GH13
LKAHPAEG_00890	GH1
LKAHPAEG_01134	GT2
LKAHPAEG_01376	GT2
LKAHPAEG_01493	GT2
LKAHPAEG_02587	GH1
LKAHPAEG_01160	GH1
LKAHPAEG_01422	CE9
LKAHPAEG_01724	GH1
LKAHPAEG_02439	CE9
IIIKPKLO_00008	GH3
IIIKPKLO_00057	CE11
IIIKPKLO_00101	CE1
IIIKPKLO_00134	GH13_38
IIIKPKLO_00185	CBM32
IIIKPKLO_00259	GT11
IIIKPKLO_00276	GH33
IIIKPKLO_00333	GH20
IIIKPKLO_00569	CBM9
IIIKPKLO_00602	GH89
IIIKPKLO_00611	GT19
IIIKPKLO_00639	CBM48-GH13_8
IIIKPKLO_00642	GT51
IIIKPKLO_00653	GH92
IIIKPKLO_00654	GH92
IIIKPKLO_00677	GH32
IIIKPKLO_00690	CBM50
IIIKPKLO_00748	GT2
IIIKPKLO_00846	GT2
IIIKPKLO_00848	GT2
IIIKPKLO_00945	GT4
IIIKPKLO_00957	CE4
IIIKPKLO_00979	GT2
IIIKPKLO_00988	GH109
IIIKPKLO_01015	GT14
IIIKPKLO_01098	GT2
IIIKPKLO_01116	GH25
IIIKPKLO_01235	CBM32-DOC
IIIKPKLO_01275	GH57
IIIKPKLO_01276	GT4
IIIKPKLO_01294	GH95
IIIKPKLO_01307	GH92
IIIKPKLO_01308	GH92
IIIKPKLO_01427	GH20
IIIKPKLO_01428	GH20
IIIKPKLO_01474	GT2
IIIKPKLO_01541	GT2
IIIKPKLO_01572	GT2
IIIKPKLO_01631	GT28
IIIKPKLO_01642	GT51
IIIKPKLO_01778	GH23
IIIKPKLO_01780	GH25
IIIKPKLO_01786	GH32
IIIKPKLO_01856	GH33
IIIKPKLO_00005	GH16_3
IIIKPKLO_00006	GH3
IIIKPKLO_00046	GT51
IIIKPKLO_00112	GH13
IIIKPKLO_00117	GH97
IIIKPKLO_00200	GH92
IIIKPKLO_00252	GT4
IIIKPKLO_00254	GT4
IIIKPKLO_00255	GT2
IIIKPKLO_00257	GT4
IIIKPKLO_00304	GH85
IIIKPKLO_00678	GH32
IIIKPKLO_00691	GT3
IIIKPKLO_00692	GT35
IIIKPKLO_00709	CBM20-GH77
IIIKPKLO_00753	GH109
IIIKPKLO_00847	GT2
IIIKPKLO_00898	GH20
IIIKPKLO_00944	GT2
IIIKPKLO_01014	GT2
IIIKPKLO_01157	GT2
IIIKPKLO_01277	GH133
IIIKPKLO_01555	GH24
IIIKPKLO_01593	GT2
IIIKPKLO_01603	GH73-CBM50-CBM50
IIIKPKLO_01645	GT30
BAEAOJHL_00139	GH20
BAEAOJHL_00201	GH92
BAEAOJHL_00332	CBM32
BAEAOJHL_00448	GH2
BAEAOJHL_00464	GH51
BAEAOJHL_00508	GH123
BAEAOJHL_00526	GT2
BAEAOJHL_00537	GH29
BAEAOJHL_00544	GH43_29
BAEAOJHL_00637	GT2
BAEAOJHL_00696	GH9
BAEAOJHL_00842	GH20
BAEAOJHL_00901	GT32
BAEAOJHL_00920	GH84
BAEAOJHL_00921	GH84
BAEAOJHL_00960	CE2
BAEAOJHL_01060	GH13_38
BAEAOJHL_01127	GH110
BAEAOJHL_01254	GH115
BAEAOJHL_01295	CBM58-GH13
BAEAOJHL_01380	GT4
BAEAOJHL_01383	GT4
BAEAOJHL_01517	GT83
BAEAOJHL_01560	PL29
BAEAOJHL_01630	CBM48-CE1
BAEAOJHL_01671	GH5_46
BAEAOJHL_01893	GT4
BAEAOJHL_01894	GT2
BAEAOJHL_01900	GT2
BAEAOJHL_02096	CE1
BAEAOJHL_02141	GH108
BAEAOJHL_02322	GH43_12
BAEAOJHL_02485	GH32
BAEAOJHL_02486	GH32
BAEAOJHL_02506	GT51
BAEAOJHL_02622	GH123
BAEAOJHL_02787	GT2
BAEAOJHL_02896	GT8
BAEAOJHL_03117	GH105
BAEAOJHL_03127	GH43_3
BAEAOJHL_03138	GH3
BAEAOJHL_03163	GH5_4
BAEAOJHL_03192	GH24
BAEAOJHL_03500	GH51
BAEAOJHL_03526	CBM62
BAEAOJHL_03611	GH9
BAEAOJHL_03674	GT4
BAEAOJHL_00028	GT4
BAEAOJHL_00502	GH109
BAEAOJHL_00814	GH20
BAEAOJHL_00829	GH57
BAEAOJHL_00919	GH20
BAEAOJHL_01452	GH23
BAEAOJHL_01564	PL8
BAEAOJHL_02094	GH3
BAEAOJHL_02268	GT2
BAEAOJHL_02484	GH32
BAEAOJHL_02636	GH16_3
BAEAOJHL_02838	GH104
BAEAOJHL_03365	GT4
BAEAOJHL_00027	GT2
BAEAOJHL_00029	GT4
BAEAOJHL_00032	GT2
BAEAOJHL_00033	GT2
BAEAOJHL_00089	GH73
BAEAOJHL_00101	GT28
BAEAOJHL_00127	GH2
BAEAOJHL_00128	GH63
BAEAOJHL_00131	GH2
BAEAOJHL_00161	CE4
BAEAOJHL_00176	GH20
BAEAOJHL_00177	GH2
BAEAOJHL_00197	GH125
BAEAOJHL_00198	GH63
BAEAOJHL_00223	CBM50
BAEAOJHL_00314	PL15
BAEAOJHL_00320	PL12
BAEAOJHL_00321	GH88
BAEAOJHL_00327	PL37
BAEAOJHL_00329	PL13
BAEAOJHL_00356	GH20
BAEAOJHL_00391	GH23-CBM50
BAEAOJHL_00397	GT19
BAEAOJHL_00407	GH105
BAEAOJHL_00408	CE8
BAEAOJHL_00409	CE12-CE8
BAEAOJHL_00410	CE7
BAEAOJHL_00411	GH109
BAEAOJHL_00447	GH20
BAEAOJHL_00465	GH127
BAEAOJHL_00466	GH2
BAEAOJHL_00486	GH18
BAEAOJHL_00546	CBM48
BAEAOJHL_00548	GH43_7-CBM13
BAEAOJHL_00616	CBM50
BAEAOJHL_00686	PL8
BAEAOJHL_00692	CE11
BAEAOJHL_00708	GH29
BAEAOJHL_00776	GH29
BAEAOJHL_00799	GH33
BAEAOJHL_00804	GH33
BAEAOJHL_00827	GH133
BAEAOJHL_00828	GT4
BAEAOJHL_00831	GT5
BAEAOJHL_00840	GH92
BAEAOJHL_00841	GH92
BAEAOJHL_00843	GH92
BAEAOJHL_00845	GH130
BAEAOJHL_00846	GH92
BAEAOJHL_00894	GT4
BAEAOJHL_00898	GT9
BAEAOJHL_00900	GT4
BAEAOJHL_01056	GH13_8
BAEAOJHL_01143	GH2
BAEAOJHL_01159	CBM50-CBM50-CBM50
BAEAOJHL_01193	GT2
BAEAOJHL_01252	GH43_2-CBM6-GH8
BAEAOJHL_01253	GH3
BAEAOJHL_01257	GH10
BAEAOJHL_01258	GH5_21
BAEAOJHL_01259	GH10-CBM4
BAEAOJHL_01265	GH43_12
BAEAOJHL_01349	GH43_4
BAEAOJHL_01356	GH51
BAEAOJHL_01412	GH18
BAEAOJHL_01428	GH28
BAEAOJHL_01431	GH95
BAEAOJHL_01473	GH84
BAEAOJHL_01519	GT2
BAEAOJHL_01631	GH43_10
BAEAOJHL_01637	GH67
BAEAOJHL_01638	GH43_1
BAEAOJHL_01649	GH24
BAEAOJHL_01672	GH3
BAEAOJHL_01684	GT2
BAEAOJHL_01685	GT4
BAEAOJHL_01697	GT51
BAEAOJHL_01706	GT51
BAEAOJHL_01713	GH25
BAEAOJHL_01752	CBM20-CBM20-GH77
BAEAOJHL_01759	GT2
BAEAOJHL_01810	GH95
BAEAOJHL_01815	GH31
BAEAOJHL_01982	GH13_14
BAEAOJHL_01986	GH94
BAEAOJHL_01987	GH2
BAEAOJHL_01989	CE7
BAEAOJHL_01990	GH5_7
BAEAOJHL_02019	GH13
BAEAOJHL_02021	GT2
BAEAOJHL_02092	GH29
BAEAOJHL_02093	CBM9
BAEAOJHL_02095	GH3
BAEAOJHL_02114	GH23
BAEAOJHL_02119	GH43_31
BAEAOJHL_02120	GH43_31
BAEAOJHL_02124	GH2
BAEAOJHL_02161	GH88
BAEAOJHL_02260	GH130
BAEAOJHL_02261	GH26
BAEAOJHL_02265	GT51
BAEAOJHL_02281	PL10
BAEAOJHL_02301	GT1
BAEAOJHL_02342	GT35
BAEAOJHL_02372	GT4-GT4
BAEAOJHL_02373	GT4
BAEAOJHL_02374	GT4
BAEAOJHL_02389	GH53
BAEAOJHL_02441	GT51
BAEAOJHL_02503	GH36
BAEAOJHL_02532	GT4
BAEAOJHL_02564	GT30
BAEAOJHL_02635	GH3
BAEAOJHL_02683	GH24
BAEAOJHL_02890	GH73-CBM50
BAEAOJHL_02894	GH97
BAEAOJHL_02897	GT14
BAEAOJHL_03020	GT2
BAEAOJHL_03116	GH97
BAEAOJHL_03118	GH145
BAEAOJHL_03119	GH154
BAEAOJHL_03137	GH3
BAEAOJHL_03364	GT2
BAEAOJHL_03380	GH108
BAEAOJHL_03499	GH43_4
BAEAOJHL_03501	GH43_29
BAEAOJHL_03570	GT2
BAEAOJHL_03575	GH65
PNDJHFJE_00034	GT2
PNDJHFJE_00066	GH43_12
PNDJHFJE_00079	GT2
PNDJHFJE_00116	GH18
PNDJHFJE_00117	GH9
PNDJHFJE_00151	GH25
PNDJHFJE_00184	CE4
PNDJHFJE_00220	GH92
PNDJHFJE_00234	GH2
PNDJHFJE_00249	DOC
PNDJHFJE_00275	GH125
PNDJHFJE_00276	GH125
PNDJHFJE_00332	GH3
PNDJHFJE_00336	GH16_3
PNDJHFJE_00344	GT4
PNDJHFJE_00375	GH3
PNDJHFJE_00377	GH30_2
PNDJHFJE_00383	GH36
PNDJHFJE_00384	GH2-GH92
PNDJHFJE_00386	GH43_24
PNDJHFJE_00422	GT2
PNDJHFJE_00432	GH33
PNDJHFJE_00446	GT2
PNDJHFJE_00480	GT19
PNDJHFJE_00576	DOC
PNDJHFJE_00582	GH13
PNDJHFJE_00583	GH13
PNDJHFJE_00621	GH13_38
PNDJHFJE_00637	GT3
PNDJHFJE_00638	GT35
PNDJHFJE_00714	GT2
PNDJHFJE_00715	GT4
PNDJHFJE_00717	GT4
PNDJHFJE_00726	GH3
PNDJHFJE_00727	GH3
PNDJHFJE_00759	GH2
PNDJHFJE_00814	GT2
PNDJHFJE_00886	GH13_28
PNDJHFJE_00897	DOC
PNDJHFJE_00921	GT51
PNDJHFJE_00946	GH53
PNDJHFJE_00982	CE9
PNDJHFJE_01012	GT2
PNDJHFJE_01015	GT4
PNDJHFJE_01080	DOC
PNDJHFJE_01101	GH66
PNDJHFJE_01103	GH66
PNDJHFJE_01104	GH97
PNDJHFJE_01145	GT4
PNDJHFJE_01177	GT2
PNDJHFJE_01243	GH20
PNDJHFJE_01244	CE1
PNDJHFJE_01337	GH36
PNDJHFJE_01352	GH3
PNDJHFJE_01371	GH3
PNDJHFJE_01373	CE4
PNDJHFJE_01381	GH25
PNDJHFJE_01382	GH25
PNDJHFJE_01403	GH89
PNDJHFJE_01435	GH31
PNDJHFJE_01444	GH32
PNDJHFJE_01484	GH97
PNDJHFJE_01541	GH13_42-DOC
PNDJHFJE_01563	GH97
PNDJHFJE_01577	GH20
PNDJHFJE_01585	GH43_28
PNDJHFJE_01624	GH23
PNDJHFJE_01674	GH2
PNDJHFJE_01722	GT4
PNDJHFJE_01758	GT2
PNDJHFJE_01764	GH13
PNDJHFJE_01784	GT51
PNDJHFJE_01792	DOC
PNDJHFJE_01839	GT2
PNDJHFJE_01842	GT2
PNDJHFJE_01869	CE7
PNDJHFJE_01885	GT14
PNDJHFJE_01903	CE11
PNDJHFJE_01906	DOC
PNDJHFJE_01921	GH32
PNDJHFJE_01930	GH3
PNDJHFJE_01945	GT5
PNDJHFJE_02070	GT2
PNDJHFJE_00017	GH57
PNDJHFJE_00018	GT4
PNDJHFJE_00019	GH133
PNDJHFJE_00139	CBM50
PNDJHFJE_00247	GT51
PNDJHFJE_00367	GT2
PNDJHFJE_00376	GH30_2
PNDJHFJE_00378	GH92
PNDJHFJE_00388	GH2
PNDJHFJE_00445	GT2
PNDJHFJE_00560	GT2
PNDJHFJE_00562	GH43_2
PNDJHFJE_00725	CE1
PNDJHFJE_00813	GT30
PNDJHFJE_00906	GT28
PNDJHFJE_01011	GT2
PNDJHFJE_01013	GT10
PNDJHFJE_01434	GT2
PNDJHFJE_01564	GH66
PNDJHFJE_01766	CBM20-GH77
PNDJHFJE_01826	GT4
PNDJHFJE_01827	GT4
PNDJHFJE_00039	GT26
PNDJHFJE_00054	GT2
PKMGAMNB_00049	GH92
PKMGAMNB_00050	GH92
PKMGAMNB_00052	CBM48-GH13_14
PKMGAMNB_00123	GH127
PKMGAMNB_00124	GH127
PKMGAMNB_00276	GT2
PKMGAMNB_00292	GH20
PKMGAMNB_00293	GH20
PKMGAMNB_00333	GH13_38
PKMGAMNB_00348	GT4
PKMGAMNB_00349	GT2
PKMGAMNB_00350	GT2
PKMGAMNB_00359	GH130
PKMGAMNB_00427	GT4
PKMGAMNB_00428	GH133
PKMGAMNB_00462	GH84
PKMGAMNB_00500	GT2
PKMGAMNB_00502	GT2
PKMGAMNB_00509	GT2
PKMGAMNB_00516	GH29
PKMGAMNB_00537	GH20
PKMGAMNB_00555	GT2
PKMGAMNB_00569	GH20
PKMGAMNB_00663	GT51
PKMGAMNB_00676	CE11
PKMGAMNB_00692	GH25
PKMGAMNB_00739	GH33
PKMGAMNB_00745	GT2
PKMGAMNB_00779	GH29
PKMGAMNB_00780	GH29
PKMGAMNB_00781	GH3
PKMGAMNB_00953	GT2
PKMGAMNB_00999	GH16_3
PKMGAMNB_01056	GH95
PKMGAMNB_01057	CBM32
PKMGAMNB_01282	GH20
PKMGAMNB_01319	GH3
PKMGAMNB_01326	GT51
PKMGAMNB_01330	GT3
PKMGAMNB_01333	GT9
PKMGAMNB_01334	GT4
PKMGAMNB_01390	GH28
PKMGAMNB_01402	GT2
PKMGAMNB_01460	GH97
PKMGAMNB_01549	GT51
PKMGAMNB_01622	GH73
PKMGAMNB_01645	GT4
PKMGAMNB_01781	GH33
PKMGAMNB_01838	GH23
PKMGAMNB_01841	GH20
PKMGAMNB_01868	GH29
PKMGAMNB_01967	GH3
PKMGAMNB_00480	GH32
PKMGAMNB_00501	GT4
PKMGAMNB_00523	GH13_8
PKMGAMNB_00526	GT5
PKMGAMNB_00608	GT2
PKMGAMNB_00687	GT2
PKMGAMNB_00932	GT30
PKMGAMNB_01017	CE4
PKMGAMNB_01227	CBM20-CBM20-GH77
PKMGAMNB_01438	GH16_3
PKMGAMNB_00051	GH92
PKMGAMNB_01003	GH3
EFKHEEKO_00071	GH23
EFKHEEKO_00085	GH35
EFKHEEKO_00095	GH13_14
EFKHEEKO_00103	GH3
EFKHEEKO_00115	GT2
EFKHEEKO_00146	GH13_28
EFKHEEKO_00167	GH133
EFKHEEKO_00219	GH13_38
EFKHEEKO_00266	GH13
EFKHEEKO_00305	GH31
EFKHEEKO_00311	GT28
EFKHEEKO_00393	GH13
EFKHEEKO_00507	GH77
EFKHEEKO_00629	GH30_3
EFKHEEKO_00630	GH30_3
EFKHEEKO_00639	GH73
EFKHEEKO_00765	GH3
EFKHEEKO_00792	GH31
EFKHEEKO_00839	CE1
EFKHEEKO_00845	GH13_8
EFKHEEKO_00888	GH128
EFKHEEKO_00902	GH27
EFKHEEKO_00905	CBM35
EFKHEEKO_00906	GT4
EFKHEEKO_00923	GH23-CBM50-CBM50
EFKHEEKO_00935	GH13
EFKHEEKO_00962	GH13_42
EFKHEEKO_01076	GT2
EFKHEEKO_01104	CBM50-CBM50
EFKHEEKO_01123	GH16_3
EFKHEEKO_01142	GH23-CBM50-CBM50
EFKHEEKO_01379	CE11
EFKHEEKO_01543	GH108
EFKHEEKO_01567	GH23-CBM50-CBM50
EFKHEEKO_01581	GH13_38
EFKHEEKO_01616	GH30_3
EFKHEEKO_01688	GH31
EFKHEEKO_00169	GH57
EFKHEEKO_00221	GT2
EFKHEEKO_00684	GH13
EFKHEEKO_00685	GH3
EFKHEEKO_00777	GT19
EFKHEEKO_01175	GT30
EFKHEEKO_01231	GT2
EFKHEEKO_01669	GH3
EFKHEEKO_01670	GH13
EFKHEEKO_01674	GT5
EFKHEEKO_01762	GH23
EFKHEEKO_01767	GH3
EFKHEEKO_00168	GT4
EFKHEEKO_01042	GT2
EFKHEEKO_01665	CE11
PBPFHPBA_00185	GH13_42
PBPFHPBA_00270	CE11
PBPFHPBA_00282	GT2
PBPFHPBA_00295	GH31
PBPFHPBA_00374	GT2
PBPFHPBA_00391	GT2
PBPFHPBA_00412	CE1
PBPFHPBA_00454	GH23
PBPFHPBA_00477	GT4
PBPFHPBA_00505	CBM48-GH13
PBPFHPBA_00540	GH33
PBPFHPBA_00712	GH3
PBPFHPBA_00739	GH16_3
PBPFHPBA_00740	GH128
PBPFHPBA_00769	GH73
PBPFHPBA_00807	GH13_37
PBPFHPBA_00906	GT4
PBPFHPBA_00914	GH23-CBM50-CBM50
PBPFHPBA_00980	GT2
PBPFHPBA_00982	GT2
PBPFHPBA_01064	GT2-GT2
PBPFHPBA_01114	GT2
PBPFHPBA_01250	GT30
PBPFHPBA_01314	GT4
PBPFHPBA_01413	GH32
PBPFHPBA_01418	GH32
PBPFHPBA_01523	GT28
PBPFHPBA_01694	GH53
PBPFHPBA_01699	GH53
PBPFHPBA_01735	GT51
PBPFHPBA_01753	GH31
PBPFHPBA_01797	GT2
PBPFHPBA_01844	GH53
PBPFHPBA_01896	GH3
PBPFHPBA_01979	GT4
PBPFHPBA_02002	CBM62
PBPFHPBA_02003	GT2
PBPFHPBA_02216	GH25
PBPFHPBA_02230	GH133
PBPFHPBA_02232	GH57
PBPFHPBA_02266	GH78
PBPFHPBA_02356	CE4-GH153
PBPFHPBA_02363	GH26
PBPFHPBA_02364	GH130
PBPFHPBA_02367	CE7
PBPFHPBA_02388	GH20
PBPFHPBA_02389	GH20
PBPFHPBA_02390	GH123
PBPFHPBA_02442	GH31
PBPFHPBA_00027	GH13_28
PBPFHPBA_00125	GT51
PBPFHPBA_00230	GT2
PBPFHPBA_00243	GT4
PBPFHPBA_00263	GT2
PBPFHPBA_00331	GT35
PBPFHPBA_00332	GT3
PBPFHPBA_00373	GT2
PBPFHPBA_00406	CBM48-GH13_8
PBPFHPBA_00447	GT2
PBPFHPBA_00726	CE4
PBPFHPBA_01088	GH53
PBPFHPBA_01261	CBM35
PBPFHPBA_01266	GH27
PBPFHPBA_01344	CBM20-CBM20-GH77
PBPFHPBA_01448	GH13
PBPFHPBA_01543	CBM20-CBM20-GH77
PBPFHPBA_01645	GT19
PBPFHPBA_01720	GH2
PBPFHPBA_01788	GT4
PBPFHPBA_01837	GH31
PBPFHPBA_01841	GH3
PBPFHPBA_01860	GH13_14
PBPFHPBA_01871	GH35
PBPFHPBA_01892	GH16_3
PBPFHPBA_01980	GT4
PBPFHPBA_02004	GT2
PBPFHPBA_02231	GT4
PBPFHPBA_02274	GH13
PBPFHPBA_02280	GT5
PBPFHPBA_02318	GT5
PBPFHPBA_02355	GT2
DCLEDIBG_00003	GT105
DCLEDIBG_00208	GH23
DCLEDIBG_00257	GH29
DCLEDIBG_00335	GT2
DCLEDIBG_00337	GH25
DCLEDIBG_00461	GT3-GT35
DCLEDIBG_00515	GT2
DCLEDIBG_00702	CE11
DCLEDIBG_00721	GT4
DCLEDIBG_00724	GT2
DCLEDIBG_00749	GT4
DCLEDIBG_00780	GT4
DCLEDIBG_00799	GH23-CBM50
DCLEDIBG_00809	GT2
DCLEDIBG_00817	GT9
DCLEDIBG_00839	GT2
DCLEDIBG_00893	GT105
DCLEDIBG_00931	GT2
DCLEDIBG_01018	GT51
DCLEDIBG_01028	GT2
DCLEDIBG_01088	GT4
DCLEDIBG_01136	GH29
DCLEDIBG_01233	GH57
DCLEDIBG_01234	GT4
DCLEDIBG_01459	CBM50
DCLEDIBG_01529	GH3
DCLEDIBG_01576	GH20
DCLEDIBG_01592	GT2
DCLEDIBG_01645	GH23-CBM50-CBM50
DCLEDIBG_01696	GT4
DCLEDIBG_01702	GT4
DCLEDIBG_01724	GH2
DCLEDIBG_01748	GH73-CBM50
DCLEDIBG_00027	GH133
DCLEDIBG_00667	GT5
DCLEDIBG_00697	GT4
DCLEDIBG_00876	GT30
DIIPMDGL_00002	GH28
DIIPMDGL_00011	GT51
DIIPMDGL_00039	GH89
DIIPMDGL_00096	GT2
DIIPMDGL_00098	GT8
DIIPMDGL_00099	GT4
DIIPMDGL_00102	GT2
DIIPMDGL_00164	GT4
DIIPMDGL_00165	GT4
DIIPMDGL_00216	GH23
DIIPMDGL_00325	CBM50
DIIPMDGL_00640	GH16
DIIPMDGL_00786	GT51
DIIPMDGL_00859	GT2
DIIPMDGL_00917	GH95
DIIPMDGL_00987	GH23
DIIPMDGL_01062	GT2
DIIPMDGL_01080	GH16
DIIPMDGL_01114	GH23-CBM50-CBM50
DIIPMDGL_01133	CE11
DIIPMDGL_01135	GT4
DIIPMDGL_01166	GT4
DIIPMDGL_01167	GT2
DIIPMDGL_01169	GT2
DIIPMDGL_01180	GH109
DIIPMDGL_01228	GH3
DIIPMDGL_01263	GT35
DIIPMDGL_01264	GT3-GT35
DIIPMDGL_01307	GH33
DIIPMDGL_01402	GT2
DIIPMDGL_01470	GH29
DIIPMDGL_01517	GH92
DIIPMDGL_01567	GT5
DIIPMDGL_01596	GH13_38
DIIPMDGL_01597	GH13_38
DIIPMDGL_01627	GT9
DIIPMDGL_01688	GT2
DIIPMDGL_01761	GH89
DIIPMDGL_01774	GT30
DIIPMDGL_01792	GH2
DIIPMDGL_01804	GT2
DIIPMDGL_01805	GT2
DIIPMDGL_01806	GT2
DIIPMDGL_01809	GT2
DIIPMDGL_01855	GT2
DIIPMDGL_01862	GT4
DIIPMDGL_01882	GH133
DIIPMDGL_01895	GT4
DIIPMDGL_01914	GT2
DIIPMDGL_01915	GT2
DIIPMDGL_00149	GT2
DIIPMDGL_00457	GT4
DIIPMDGL_00601	GT28
DIIPMDGL_00768	GT19
DIIPMDGL_00828	GT2
DIIPMDGL_00971	GT2
DIIPMDGL_01504	GT2
DIIPMDGL_01598	GH29
DIIPMDGL_01669	GH109
DIIPMDGL_01883	GT4
ENMJLPGO_00153	GH33
ENMJLPGO_00179	GT4
ENMJLPGO_00183	GT2
ENMJLPGO_00245	CE11
ENMJLPGO_00357	GT2
ENMJLPGO_00457	CBM50
ENMJLPGO_00480	GT51
ENMJLPGO_00522	GT2
ENMJLPGO_00572	GT2
ENMJLPGO_00607	GT5
ENMJLPGO_00803	GT26
ENMJLPGO_00814	GT2
ENMJLPGO_00828	GT51
ENMJLPGO_00854	GT30
ENMJLPGO_00863	GT2
ENMJLPGO_00872	GT2
ENMJLPGO_00888	GH23
ENMJLPGO_01024	GH23-CBM50
ENMJLPGO_01160	GT9
ENMJLPGO_01174	GT4
ENMJLPGO_01230	GH3
ENMJLPGO_01264	GT2
ENMJLPGO_01341	GH95
ENMJLPGO_01356	GH97
ENMJLPGO_01437	GT4
ENMJLPGO_01458	CBM50
ENMJLPGO_00157	GT2
ENMJLPGO_00290	GT28
APHBMNOA_00061	GH20
APHBMNOA_00062	GH20
APHBMNOA_00087	GH92
APHBMNOA_00088	GH92
APHBMNOA_00098	GT2
APHBMNOA_00153	GT4
APHBMNOA_00157	GH2
APHBMNOA_00202	CE11
APHBMNOA_00418	CBM50
APHBMNOA_00494	GT4
APHBMNOA_00585	GT2
APHBMNOA_00629	GH133
APHBMNOA_00630	GT4
APHBMNOA_00656	GT51
APHBMNOA_00717	CBM50
APHBMNOA_00765	GH2
APHBMNOA_00767	GH73
APHBMNOA_00789	GT2
APHBMNOA_00792	GT4
APHBMNOA_00793	GT2
APHBMNOA_00795	GT2
APHBMNOA_00796	GT2
APHBMNOA_00798	GT2
APHBMNOA_00799	GT4
APHBMNOA_00808	GH33
APHBMNOA_00849	GT51
APHBMNOA_00865	GT2
APHBMNOA_00866	GT4
APHBMNOA_00890	GH163
APHBMNOA_00895	GT2
APHBMNOA_00934	GH25
APHBMNOA_00942	GT35
APHBMNOA_01118	GT30
APHBMNOA_01136	GH23
APHBMNOA_01137	GH23-CBM50-CBM50
APHBMNOA_01253	GH3
APHBMNOA_01371	GT2
APHBMNOA_01403	GT2
APHBMNOA_00593	GT2
APHBMNOA_00628	GT4
APHBMNOA_00668	GT2
APHBMNOA_00800	GT2
APHBMNOA_01093	GT28
APHBMNOA_01180	GH97
APHBMNOA_01219	GT9
APHBMNOA_01391	GT5
PPNCGBJL_00012	CE4
PPNCGBJL_00038	GH77
PPNCGBJL_00059	GH36
PPNCGBJL_00103	GH1
PPNCGBJL_00111	GT28
PPNCGBJL_00169	GH13_5
PPNCGBJL_00197	GH2
PPNCGBJL_00234	GH77
PPNCGBJL_00248	GT35
PPNCGBJL_00300	GT35
PPNCGBJL_00301	GT35
PPNCGBJL_00372	GH1
PPNCGBJL_00434	GT2
PPNCGBJL_00435	GT2-GT2
PPNCGBJL_00436	GT2
PPNCGBJL_00446	GT2
PPNCGBJL_00719	CBM48-GH13_9
PPNCGBJL_00741	GT4
PPNCGBJL_00743	GT4
PPNCGBJL_00847	GT2
PPNCGBJL_00970	GT2
PPNCGBJL_01100	GH1
PPNCGBJL_01144	GH36
PPNCGBJL_01286	GH78
PPNCGBJL_01317	GH13_36
PPNCGBJL_01406	GH13_14
PPNCGBJL_01451	GH2
PPNCGBJL_01478	GT2
PPNCGBJL_01489	GT51
PPNCGBJL_01541	GT5
PPNCGBJL_01557	GT2
PPNCGBJL_01589	GT4
PPNCGBJL_00228	GH1
PPNCGBJL_00247	GH1
PPNCGBJL_01143	GH13
PPNCGBJL_01336	GT2
PPNCGBJL_00371	GH1
PPNCGBJL_00922	GH1
HAEJEJCK_00154	CBM6
HAEJEJCK_00156	GH30
HAEJEJCK_00183	GH74
HAEJEJCK_00193	CBM50
HAEJEJCK_00228	GH18
HAEJEJCK_00233	CBM30
HAEJEJCK_00234	GH5
HAEJEJCK_00237	CBM6
HAEJEJCK_00243	GT2
HAEJEJCK_00284	CBM6
HAEJEJCK_00295	GH57
HAEJEJCK_00328	GT4
HAEJEJCK_00329	GT2
HAEJEJCK_00330	GT4
HAEJEJCK_00348	GH53
HAEJEJCK_00401	GH9
HAEJEJCK_00404	GH10
HAEJEJCK_00414	GT5
HAEJEJCK_00440	GT28
